web-scraper-order,web-scraper-start-url,cited_links,cited_links-href,cited_paper_doi,cited_paper_doi-href
"1571856635-11600","https://doi.org/10.1109/TSC.2010.4","View Article","https://ieeexplore.ieee.org/document/6009295","10.1109/SCC.2011.72","https://doi.org/10.1109/SCC.2011.72"
"1571815431-5236","https://doi.org/10.1109/TSC.2014.2365799","View Article","https://ieeexplore.ieee.org/document/8664162","10.1109/ACCESS.2019.2904081","https://doi.org/10.1109/ACCESS.2019.2904081"
"1571866713-12571","https://doi.org/10.1109/SCC.2009.79","View Article","https://ieeexplore.ieee.org/document/6311060","10.1109/SRII.2012.113","https://doi.org/10.1109/SRII.2012.113"
"1571877541-13455","https://doi.org/10.1109/SCC.2013.49","View Article","https://ieeexplore.ieee.org/document/6930586","10.1109/SCC.2014.85","https://doi.org/10.1109/SCC.2014.85"
"1571800289-2431","https://doi.org/10.1109/TSC.2010.52","View Article","https://ieeexplore.ieee.org/document/7152551","10.1109/CCGrid.2015.144","https://doi.org/10.1109/CCGrid.2015.144"
"1571805008-3625","https://doi.org/10.1109/TSC.2010.7","View Article","https://ieeexplore.ieee.org/document/6468210","10.1109/ICEBE.2012.11","https://doi.org/10.1109/ICEBE.2012.11"
"1571801622-2692","https://doi.org/10.1109/TSC.2009.11","View Article","https://ieeexplore.ieee.org/document/7259517","10.1109/ICCPEIC.2015.7259517","https://doi.org/10.1109/ICCPEIC.2015.7259517"
"1571797293-1535","https://doi.org/10.1109/TSC.2014.2365797","View Article","https://ieeexplore.ieee.org/document/7915568","10.1109/ICIT.2017.7915568","https://doi.org/10.1109/ICIT.2017.7915568"
"1571803565-3279","https://doi.org/10.1109/TSC.2009.4","View Article","https://ieeexplore.ieee.org/document/5190679","10.1109/SERVICES-I.2009.43","https://doi.org/10.1109/SERVICES-I.2009.43"
"1571869201-12776","https://doi.org/10.1109/SCC.2010.72","View Article","https://ieeexplore.ieee.org/document/6402306","10.1109/IOT.2012.6402306","https://doi.org/10.1109/IOT.2012.6402306"
"1571871968-13018","https://doi.org/10.1109/SCC.2010.45","View Article","https://ieeexplore.ieee.org/document/6009290","10.1109/SCC.2011.53","https://doi.org/10.1109/SCC.2011.53"
"1571868484-12717","https://doi.org/10.1109/SCC.2008.81","View Article","https://ieeexplore.ieee.org/document/5190768","10.1109/SERVICES-I.2009.23","https://doi.org/10.1109/SERVICES-I.2009.23"
"1571865639-12487","https://doi.org/10.1109/TSC.2013.30","View Article","https://ieeexplore.ieee.org/document/8286847","10.1109/COMST.2018.2803740","https://doi.org/10.1109/COMST.2018.2803740"
"1571864276-12346","https://doi.org/10.1109/TSC.2011.21","View Article","https://ieeexplore.ieee.org/document/7552591","10.1109/TSC.2016.2602203","https://doi.org/10.1109/TSC.2016.2602203"
"1571881242-13778","https://doi.org/10.1109/SCC.2011.87","View Article","https://ieeexplore.ieee.org/document/7755807","10.1109/TSE.2016.2632115","https://doi.org/10.1109/TSE.2016.2632115"
"1571844739-10033","https://doi.org/10.1109/TSC.2009.2","View Article","https://ieeexplore.ieee.org/document/6117402","10.1109/MSN.2011.69","https://doi.org/10.1109/MSN.2011.69"
"1571839009-9428","https://doi.org/10.1109/TSC.2014.2303091","View Article","https://ieeexplore.ieee.org/document/8839794","10.1109/ACCESS.2019.2941730","https://doi.org/10.1109/ACCESS.2019.2941730"
"1571798619-1972","https://doi.org/10.1109/TSC.2010.6","View Article","https://ieeexplore.ieee.org/document/6274171","10.1109/SCC.2012.62","https://doi.org/10.1109/SCC.2012.62"
"1571804276-3447","https://doi.org/10.1109/TSC.2014.2304728","View Article","https://ieeexplore.ieee.org/document/7358039","10.1109/ACCESS.2015.2509013","https://doi.org/10.1109/ACCESS.2015.2509013"
"1571828376-7573","https://doi.org/10.1109/TSC.2014.2300499","View Article","https://ieeexplore.ieee.org/document/7907300","10.1109/JSYST.2017.2691550","https://doi.org/10.1109/JSYST.2017.2691550"
"1571856916-11629","https://doi.org/10.1109/TSC.2008.2","View Article","https://ieeexplore.ieee.org/document/6928904","10.1109/ICWS.2014.44","https://doi.org/10.1109/ICWS.2014.44"
"1571855097-11139","https://doi.org/10.1109/TSC.2016.2544307","View Article","https://ieeexplore.ieee.org/document/8424987","10.1109/QRS.2018.00049","https://doi.org/10.1109/QRS.2018.00049"
"1571829061-7683","https://doi.org/10.1109/TSC.2015.2491285","View Article","https://ieeexplore.ieee.org/document/8622963","10.1109/HPCC/SmartCity/DSS.2018.00225","https://doi.org/10.1109/HPCC/SmartCity/DSS.2018.00225"
"1571803264-3202","https://doi.org/10.1109/TSC.2016.2519898","View Article","https://ieeexplore.ieee.org/document/8754673","10.1109/ACCESS.2019.2926559","https://doi.org/10.1109/ACCESS.2019.2926559"
"1571846598-10221","https://doi.org/10.1109/TSC.2011.12","View Article","https://ieeexplore.ieee.org/document/8412183","10.1109/ACCESS.2018.2856530","https://doi.org/10.1109/ACCESS.2018.2856530"
"1571849443-10536","https://doi.org/10.1109/TSC.2013.39","View Article","https://ieeexplore.ieee.org/document/7921010","10.1109/AINA.2017.79","https://doi.org/10.1109/AINA.2017.79"
"1571860692-12009","https://doi.org/10.1109/TSC.2011.25","View Article","https://ieeexplore.ieee.org/document/6305582","10.1109/ICACC.2012.40","https://doi.org/10.1109/ICACC.2012.40"
"1571814266-5016","https://doi.org/10.1109/TSC.2011.37","View Article","https://ieeexplore.ieee.org/document/6275428","10.1109/TSC.2012.23","https://doi.org/10.1109/TSC.2012.23"
"1571883929-13984","https://doi.org/10.1109/SCC.2007.135","View Article","https://ieeexplore.ieee.org/document/7170535","10.1109/CISTI.2015.7170535","https://doi.org/10.1109/CISTI.2015.7170535"
"1571831609-8138","https://doi.org/10.1109/TSC.2011.41","View Article","https://ieeexplore.ieee.org/document/7458812","10.1109/COMST.2016.2558203","https://doi.org/10.1109/COMST.2016.2558203"
"1571823528-6732","https://doi.org/10.1109/TSC.2013.40","View Article","https://ieeexplore.ieee.org/document/7286787","10.1109/TC.2015.2485230","https://doi.org/10.1109/TC.2015.2485230"
"1571867142-12606","https://doi.org/10.1109/SCC.2010.91","View Article","https://ieeexplore.ieee.org/document/6273510","10.1109/SOLI.2012.6273510","https://doi.org/10.1109/SOLI.2012.6273510"
"1571823877-6789","https://doi.org/10.1109/TSC.2015.2402679","View Article","https://ieeexplore.ieee.org/document/8472745","10.1109/PlatCon.2018.8472745","https://doi.org/10.1109/PlatCon.2018.8472745"
"1571886519-14198","https://doi.org/10.1109/SCC.2007.32","View Article","https://ieeexplore.ieee.org/document/7462115","null",""
"1571875412-13275","https://doi.org/10.1109/SCC.2017.63","View Article","https://ieeexplore.ieee.org/document/8456407","10.1109/SCC.2018.00021","https://doi.org/10.1109/SCC.2018.00021"
"1571846736-10237","https://doi.org/10.1109/TSC.2011.12","View Article","https://ieeexplore.ieee.org/document/6964672","10.1109/SKG.2014.16","https://doi.org/10.1109/SKG.2014.16"
"1571838608-9359","https://doi.org/10.1109/TSC.2015.2430315","View Article","https://ieeexplore.ieee.org/document/8752685","10.1109/CCGRID.2019.00034","https://doi.org/10.1109/CCGRID.2019.00034"
"1571882123-13848","https://doi.org/10.1109/SCC.2007.114","View Article","https://ieeexplore.ieee.org/document/6717316","10.1109/SOCA.2013.15","https://doi.org/10.1109/SOCA.2013.15"
"1571884399-14019","https://doi.org/10.1109/SCC.2006.97","View Article","https://ieeexplore.ieee.org/document/5631921","10.1109/SBCARS.2010.17","https://doi.org/10.1109/SBCARS.2010.17"
"1571887116-14246","https://doi.org/10.1109/SCC.2011.27","View Article","https://ieeexplore.ieee.org/document/6655682","10.1109/SERVICES.2013.15","https://doi.org/10.1109/SERVICES.2013.15"
"1571816701-5484","https://doi.org/10.1109/TSC.2013.2295611","View Article","https://ieeexplore.ieee.org/document/8674178","10.1109/MSEC.2018.2875880","https://doi.org/10.1109/MSEC.2018.2875880"
"1571891424-14605","https://doi.org/10.1109/SCC.2008.85","View Article","https://ieeexplore.ieee.org/document/5615763","10.1109/COMPSACW.2010.28","https://doi.org/10.1109/COMPSACW.2010.28"
"1571807411-4087","https://doi.org/10.1109/TSC.2015.2389236","View Article","https://ieeexplore.ieee.org/document/7312157","10.1109/ICCAC.2015.35","https://doi.org/10.1109/ICCAC.2015.35"
"1571804365-3474","https://doi.org/10.1109/TSC.2015.2390413","View Article","https://ieeexplore.ieee.org/document/8560365","10.1109/COASE.2018.8560365","https://doi.org/10.1109/COASE.2018.8560365"
"1571863085-12226","https://doi.org/10.1109/TSC.2011.44","View Article","https://ieeexplore.ieee.org/document/8187696","10.1109/TPDS.2017.2782677","https://doi.org/10.1109/TPDS.2017.2782677"
"1571857873-11714","https://doi.org/10.1109/TSC.2011.11","View Article","https://ieeexplore.ieee.org/document/7398037","10.1109/TKDE.2016.2525768","https://doi.org/10.1109/TKDE.2016.2525768"
"1571851723-10759","https://doi.org/10.1109/TSC.2012.14","View Article","https://ieeexplore.ieee.org/document/7282848","10.1109/ISIT.2015.7282848","https://doi.org/10.1109/ISIT.2015.7282848"
"1571844972-10055","https://doi.org/10.1109/TSC.2008.17","View Article","https://ieeexplore.ieee.org/document/7849918","10.1109/SSCI.2016.7849918","https://doi.org/10.1109/SSCI.2016.7849918"
"1571811338-4370","https://doi.org/10.1109/TSC.2016.2589247","View Article","https://ieeexplore.ieee.org/document/7930450","10.1109/TSUSC.2017.2705181","https://doi.org/10.1109/TSUSC.2017.2705181"
"1571805951-3895","https://doi.org/10.1109/TSC.2014.2361138","View Article","https://ieeexplore.ieee.org/document/8343096","10.1109/ICOIN.2018.8343096","https://doi.org/10.1109/ICOIN.2018.8343096"
"1571865684-12492","https://doi.org/10.1109/TSC.2013.30","View Article","https://ieeexplore.ieee.org/document/7557511","10.1109/SCC.2016.91","https://doi.org/10.1109/SCC.2016.91"
"1571825814-7108","https://doi.org/10.1109/TSC.2016.2549019","View Article","https://ieeexplore.ieee.org/document/8226751","10.1109/ACCESS.2017.2785265","https://doi.org/10.1109/ACCESS.2017.2785265"
"1571893137-14774","https://doi.org/10.1109/SCC.2006.110","View Article","https://ieeexplore.ieee.org/document/8034972","10.1109/SCC.2017.20","https://doi.org/10.1109/SCC.2017.20"
"1571797879-1768","https://doi.org/10.1109/TSC.2009.7","View Article","https://ieeexplore.ieee.org/document/7207195","10.1109/BigDataCongress.2015.11","https://doi.org/10.1109/BigDataCongress.2015.11"
"1571818525-5837","https://doi.org/10.1109/TSC.2011.38","View Article","https://ieeexplore.ieee.org/document/7047838","10.1109/TSMC.2014.2387099","https://doi.org/10.1109/TSMC.2014.2387099"
"1571805990-3908","https://doi.org/10.1109/TSC.2014.2361138","View Article","https://ieeexplore.ieee.org/document/7078890","10.1109/TSC.2015.2418765","https://doi.org/10.1109/TSC.2015.2418765"
"1571871426-12978","https://doi.org/10.1109/SCC.2010.28","View Article","https://ieeexplore.ieee.org/document/6844347","10.1109/DASC.2013.47","https://doi.org/10.1109/DASC.2013.47"
"1571850186-10608","https://doi.org/10.1109/TSC.2012.34","View Article","https://ieeexplore.ieee.org/document/7424618","10.1109/3PGCIC.2015.28","https://doi.org/10.1109/3PGCIC.2015.28"
"1571852314-10812","https://doi.org/10.1109/TSC.2016.2589241","View Article","https://ieeexplore.ieee.org/document/8855602","10.1109/HPCC/SmartCity/DSS.2019.00132","https://doi.org/10.1109/HPCC/SmartCity/DSS.2019.00132"
"1571834845-8712","https://doi.org/10.1109/TSC.2011.31","View Article","https://ieeexplore.ieee.org/document/7557548","10.1109/SCC.2016.126","https://doi.org/10.1109/SCC.2016.126"
"1571793518-746","https://doi.org/10.1109/TSC.2014.2355842","View Article","https://ieeexplore.ieee.org/document/8502148","10.1109/TPDS.2018.2877363","https://doi.org/10.1109/TPDS.2018.2877363"
"1571826205-7176","https://doi.org/10.1109/TSC.2009.20","View Article","https://ieeexplore.ieee.org/document/6341605","10.1109/COMPSACW.2012.74","https://doi.org/10.1109/COMPSACW.2012.74"
"1571893577-14814","https://doi.org/10.1109/SCC.2004.1358050","View Article","https://ieeexplore.ieee.org/document/5209719","10.1109/ISECS.2009.177","https://doi.org/10.1109/ISECS.2009.177"
"1571832608-8316","https://doi.org/10.1109/TSC.2010.29","View Article","https://ieeexplore.ieee.org/document/6133269","10.1109/TSC.2012.3","https://doi.org/10.1109/TSC.2012.3"
"1571815603-5265","https://doi.org/10.1109/TSC.2016.2555313","View Article","https://ieeexplore.ieee.org/document/8718281","10.1109/ACCESS.2019.2917701","https://doi.org/10.1109/ACCESS.2019.2917701"
"1571849136-10507","https://doi.org/10.1109/TSC.2010.1","View Article","https://ieeexplore.ieee.org/document/6012688","10.1109/SERVICES.2011.68","https://doi.org/10.1109/SERVICES.2011.68"
"1571892987-14759","https://doi.org/10.1109/SCC.2013.93","View Article","https://ieeexplore.ieee.org/document/8029795","10.1109/ICWS.2017.53","https://doi.org/10.1109/ICWS.2017.53"
"1571830993-8027","https://doi.org/10.1109/TSC.2010.37","View Article","https://ieeexplore.ieee.org/document/7019337","10.1109/ICACCCT.2014.7019337","https://doi.org/10.1109/ICACCCT.2014.7019337"
"1571857041-11645","https://doi.org/10.1109/TSC.2008.2","View Article","https://ieeexplore.ieee.org/document/5662488","10.1109/GCC.2010.64","https://doi.org/10.1109/GCC.2010.64"
"1571844942-10051","https://doi.org/10.1109/TSC.2008.17","View Article","https://ieeexplore.ieee.org/document/5714629","10.1109/TISC.2010.5714629","https://doi.org/10.1109/TISC.2010.5714629"
"1571851584-10743","https://doi.org/10.1109/TSC.2012.14","View Article","https://ieeexplore.ieee.org/document/7035066","10.1109/TSC.2015.2390413","https://doi.org/10.1109/TSC.2015.2390413"
"1571852454-10858","https://doi.org/10.1109/TSC.2014.2310221","View Article","https://ieeexplore.ieee.org/document/8109084","10.1109/ISSRE.2017.27","https://doi.org/10.1109/ISSRE.2017.27"
"1571813576-4853","https://doi.org/10.1109/TSC.2009.21","View Article","https://ieeexplore.ieee.org/document/6166229","10.1109/SOCA.2011.6166229","https://doi.org/10.1109/SOCA.2011.6166229"
"1571851898-10777","https://doi.org/10.1109/TSC.2015.2447550","View Article","https://ieeexplore.ieee.org/document/8726286","10.1109/ACCESS.2019.2920010","https://doi.org/10.1109/ACCESS.2019.2920010"
"1571863371-12269","https://doi.org/10.1109/TSC.2011.44","View Article","https://ieeexplore.ieee.org/document/6253606","10.1109/CLOUD.2012.58","https://doi.org/10.1109/CLOUD.2012.58"
"1571875628-13290","https://doi.org/10.1109/SCC.2017.70","View Article","https://ieeexplore.ieee.org/document/8737926","10.1109/ACCESS.2019.2923592","https://doi.org/10.1109/ACCESS.2019.2923592"
"1571872980-13092","https://doi.org/10.1109/SCC.2011.26","View Article","https://ieeexplore.ieee.org/document/7920399","10.1109/TPDS.2017.2701828","https://doi.org/10.1109/TPDS.2017.2701828"
"1571847920-10360","https://doi.org/10.1109/TSC.2015.2416928","View Article","https://ieeexplore.ieee.org/document/8641327","10.1109/ACCESS.2019.2899101","https://doi.org/10.1109/ACCESS.2019.2899101"
"1571866263-12539","https://doi.org/10.1109/SCC.2011.10","View Article","https://ieeexplore.ieee.org/document/7185446","10.1109/TSC.2015.2466544","https://doi.org/10.1109/TSC.2015.2466544"
"1571882051-13842","https://doi.org/10.1109/SCC.2010.99","View Article","https://ieeexplore.ieee.org/document/6781961","10.1109/ICON.2013.6781961","https://doi.org/10.1109/ICON.2013.6781961"
"1571802935-3030","https://doi.org/10.1109/TSC.2015.2453958","View Article","https://ieeexplore.ieee.org/document/8643570","10.1109/JIOT.2019.2899949","https://doi.org/10.1109/JIOT.2019.2899949"
"1571824056-6818","https://doi.org/10.1109/TSC.2013.23","View Article","https://ieeexplore.ieee.org/document/7450532","10.1109/CCBD.2015.45","https://doi.org/10.1109/CCBD.2015.45"
"1571819826-6059","https://doi.org/10.1109/TSC.2016.2564407","View Article","https://ieeexplore.ieee.org/document/7850968","10.1109/TSIPN.2017.2668142","https://doi.org/10.1109/TSIPN.2017.2668142"
"1571836454-9001","https://doi.org/10.1109/TSC.2013.53","View Article","https://ieeexplore.ieee.org/document/8784145","10.1109/ACCESS.2019.2932500","https://doi.org/10.1109/ACCESS.2019.2932500"
"1571792890-346","https://doi.org/10.1109/TSC.2016.2533348","View Article","https://ieeexplore.ieee.org/document/8628901","10.1109/SSCI.2018.8628901","https://doi.org/10.1109/SSCI.2018.8628901"
"1571854522-11067","https://doi.org/10.1109/TSC.2015.2497705","View Article","https://ieeexplore.ieee.org/document/8283808","10.1109/TBDATA.2018.2803841","https://doi.org/10.1109/TBDATA.2018.2803841"
"1571837745-9209","https://doi.org/10.1109/TSC.2018.2823705","View Article","https://ieeexplore.ieee.org/document/8629877","10.1109/ACCESS.2019.2896108","https://doi.org/10.1109/ACCESS.2019.2896108"
"1571865258-12439","https://doi.org/10.1109/TSC.2016.2528246","View Article","https://ieeexplore.ieee.org/document/8590820","10.1109/TGCN.2018.2890034","https://doi.org/10.1109/TGCN.2018.2890034"
"1571813085-4744","https://doi.org/10.1109/TSC.2011.52","View Article","https://ieeexplore.ieee.org/document/6933503","10.1109/ICSESS.2014.6933503","https://doi.org/10.1109/ICSESS.2014.6933503"
"1571797296-1537","https://doi.org/10.1109/TSC.2014.2365797","View Article","https://ieeexplore.ieee.org/document/7899434","10.1109/ICIN.2017.7899434","https://doi.org/10.1109/ICIN.2017.7899434"
"1571823849-6783","https://doi.org/10.1109/TSC.2015.2402679","View Article","https://ieeexplore.ieee.org/document/8818300","10.1109/ICWS.2019.00080","https://doi.org/10.1109/ICWS.2019.00080"
"1571839709-9565","https://doi.org/10.1109/TSC.2015.2491280","View Article","https://ieeexplore.ieee.org/document/8777706","10.1109/IoT-SIU.2019.8777706","https://doi.org/10.1109/IoT-SIU.2019.8777706"
"1571851140-10700","https://doi.org/10.1109/TSC.2009.16","View Article","https://ieeexplore.ieee.org/document/6113911","10.1109/HASE.2011.20","https://doi.org/10.1109/HASE.2011.20"
"1571838638-9363","https://doi.org/10.1109/TSC.2015.2430315","View Article","https://ieeexplore.ieee.org/document/8736283","10.1109/ACCESS.2019.2922688","https://doi.org/10.1109/ACCESS.2019.2922688"
"1571860540-11990","https://doi.org/10.1109/TSC.2015.2477825","View Article","https://ieeexplore.ieee.org/document/8814578","10.1109/CLOUD.2019.00062","https://doi.org/10.1109/CLOUD.2019.00062"
"1571829298-7721","https://doi.org/10.1109/TSC.2013.42","View Article","https://ieeexplore.ieee.org/document/8118163","10.1109/TKDE.2017.2776221","https://doi.org/10.1109/TKDE.2017.2776221"
"1571807851-4193","https://doi.org/10.1109/TSC.2009.12","View Article","https://ieeexplore.ieee.org/document/7579155","10.1109/ACCESS.2016.2614325","https://doi.org/10.1109/ACCESS.2016.2614325"
"1571871135-12963","https://doi.org/10.1109/SERVICES.2007.33","View Article","https://ieeexplore.ieee.org/document/4722392","10.1109/CSSE.2008.1081","https://doi.org/10.1109/CSSE.2008.1081"
"1571836547-9017","https://doi.org/10.1109/TSC.2013.53","View Article","https://ieeexplore.ieee.org/document/7919562","10.1109/ICCIC.2016.7919562","https://doi.org/10.1109/ICCIC.2016.7919562"
"1571884664-14054","https://doi.org/10.1109/SCC.2015.76","View Article","https://ieeexplore.ieee.org/document/7557518","10.1109/SCC.2016.98","https://doi.org/10.1109/SCC.2016.98"
"1571879521-13643","https://doi.org/10.1109/SCC.2017.55","View Article","https://ieeexplore.ieee.org/document/8365675","10.1109/JSEN.2018.2840830","https://doi.org/10.1109/JSEN.2018.2840830"
"1571893278-14788","https://doi.org/10.1109/SCC.2006.110","View Article","https://ieeexplore.ieee.org/document/4670257","10.1109/ICWS.2008.76","https://doi.org/10.1109/ICWS.2008.76"
"1571797113-1470","https://doi.org/10.1109/TSC.2014.2365797","View Article","https://ieeexplore.ieee.org/document/8436992","10.1109/ICUFN.2018.8436992","https://doi.org/10.1109/ICUFN.2018.8436992"
"1571874534-13189","https://doi.org/10.1109/SCC.2008.136","View Article","https://ieeexplore.ieee.org/document/6395877","10.1109/ICCCNT.2012.6395877","https://doi.org/10.1109/ICCCNT.2012.6395877"
"1571890412-14509","https://doi.org/10.1109/SCC.2007.1","View Article","https://ieeexplore.ieee.org/document/7819672","10.1109/CCEM.2016.019","https://doi.org/10.1109/CCEM.2016.019"
"1571839018-9429","https://doi.org/10.1109/TSC.2014.2303091","View Article","https://ieeexplore.ieee.org/document/8818422","10.1109/ICWS.2019.00038","https://doi.org/10.1109/ICWS.2019.00038"
"1571843922-9964","https://doi.org/10.1109/TSC.2016.2592909","View Article","https://ieeexplore.ieee.org/document/8530028","10.1109/ICSME.2018.00028","https://doi.org/10.1109/ICSME.2018.00028"
"1571828879-7656","https://doi.org/10.1109/TSC.2013.3","View Article","https://ieeexplore.ieee.org/document/7176104","10.1109/CBD.2014.43","https://doi.org/10.1109/CBD.2014.43"
"1571872582-13063","https://doi.org/10.1109/SCC.2017.36","View Article","https://ieeexplore.ieee.org/document/8705841","10.1109/ICODSE.2018.8705841","https://doi.org/10.1109/ICODSE.2018.8705841"
"1571820249-6137","https://doi.org/10.1109/TSC.2011.7","View Article","https://ieeexplore.ieee.org/document/6910658","10.1109/Agro-Geoinformatics.2014.6910658","https://doi.org/10.1109/Agro-Geoinformatics.2014.6910658"
"1571797448-1629","https://doi.org/10.1109/TSC.2014.2364029","View Article","https://ieeexplore.ieee.org/document/7557440","10.1109/SCC.2016.19","https://doi.org/10.1109/SCC.2016.19"
"1571859115-11833","https://doi.org/10.1109/TSC.2015.2481880","View Article","https://ieeexplore.ieee.org/document/7469805","10.1109/TIP.2016.2568460","https://doi.org/10.1109/TIP.2016.2568460"
"1571874393-13180","https://doi.org/10.1109/SCC.2004.1358017","View Article","https://ieeexplore.ieee.org/document/4301101","10.1109/EUROMICRO.2007.32","https://doi.org/10.1109/EUROMICRO.2007.32"
"1571835819-8900","https://doi.org/10.1109/TSC.2011.13","View Article","https://ieeexplore.ieee.org/document/6973779","10.1109/CLOUD.2014.73","https://doi.org/10.1109/CLOUD.2014.73"
"1571814549-5078","https://doi.org/10.1109/TSC.2013.55","View Article","https://ieeexplore.ieee.org/document/8329504","10.1109/ACCESS.2018.2822260","https://doi.org/10.1109/ACCESS.2018.2822260"
"1571836782-9051","https://doi.org/10.1109/TSC.2009.28","View Article","https://ieeexplore.ieee.org/document/8818456","10.1109/ICWS.2019.00059","https://doi.org/10.1109/ICWS.2019.00059"
"1571851653-10751","https://doi.org/10.1109/TSC.2012.14","View Article","https://ieeexplore.ieee.org/document/7034708","10.1109/SYNASC.2014.58","https://doi.org/10.1109/SYNASC.2014.58"
"1571834082-8558","https://doi.org/10.1109/TSC.2010.3","View Article","https://ieeexplore.ieee.org/document/8029660","10.1109/COMPSAC.2017.87","https://doi.org/10.1109/COMPSAC.2017.87"
"1571848299-10399","https://doi.org/10.1109/TSC.2015.2446991","View Article","https://ieeexplore.ieee.org/document/7876144","10.1109/ICCNC.2017.7876144","https://doi.org/10.1109/ICCNC.2017.7876144"
"1571891395-14601","https://doi.org/10.1109/SCC.2008.85","View Article","https://ieeexplore.ieee.org/document/5277698","10.1109/EDOC.2009.13","https://doi.org/10.1109/EDOC.2009.13"
"1571835298-8812","https://doi.org/10.1109/TSC.2012.21","View Article","https://ieeexplore.ieee.org/document/8401587","10.1109/ICIN.2018.8401587","https://doi.org/10.1109/ICIN.2018.8401587"
"1571801854-2752","https://doi.org/10.1109/TSC.2009.11","View Article","https://ieeexplore.ieee.org/document/6009395","10.1109/ICWS.2011.31","https://doi.org/10.1109/ICWS.2011.31"
"1571880259-13695","https://doi.org/10.1109/SCC.2014.18","View Article","https://ieeexplore.ieee.org/document/7229704","10.1109/ICoAC.2014.7229704","https://doi.org/10.1109/ICoAC.2014.7229704"
"1571825167-6993","https://doi.org/10.1109/TSC.2015.2459709","View Article","https://ieeexplore.ieee.org/document/8598941","10.1109/TAES.2018.2890354","https://doi.org/10.1109/TAES.2018.2890354"
"1571851540-10738","https://doi.org/10.1109/TSC.2012.14","View Article","https://ieeexplore.ieee.org/document/7321053","10.1109/TSC.2015.2498176","https://doi.org/10.1109/TSC.2015.2498176"
"1571796258-1253","https://doi.org/10.1109/TSC.2014.2346492","View Article","https://ieeexplore.ieee.org/document/8706926","10.1109/ACCESS.2019.2913432","https://doi.org/10.1109/ACCESS.2019.2913432"
"1571796745-1372","https://doi.org/10.1109/TSC.2010.25","View Article","https://ieeexplore.ieee.org/document/7435459","10.1109/CBD.2015.25","https://doi.org/10.1109/CBD.2015.25"
"1571796972-1420","https://doi.org/10.1109/TSC.2010.26","View Article","https://ieeexplore.ieee.org/document/6693520","10.1109/ICSC.2013.45","https://doi.org/10.1109/ICSC.2013.45"
"1571803549-3276","https://doi.org/10.1109/TSC.2009.4","View Article","https://ieeexplore.ieee.org/document/6655668","10.1109/SERVICES.2013.32","https://doi.org/10.1109/SERVICES.2013.32"
"1571863873-12314","https://doi.org/10.1109/TSC.2014.2331694","View Article","https://ieeexplore.ieee.org/document/7828532","10.1109/HPCC-SmartCity-DSS.2016.0191","https://doi.org/10.1109/HPCC-SmartCity-DSS.2016.0191"
"1571881212-13776","https://doi.org/10.1109/SCC.2011.87","View Article","https://ieeexplore.ieee.org/document/8595375","null",""
"1571860992-12030","https://doi.org/10.1109/TSC.2009.6","View Article","https://ieeexplore.ieee.org/document/6916614","10.1109/WCCAIS.2014.6916614","https://doi.org/10.1109/WCCAIS.2014.6916614"
"1571881131-13769","https://doi.org/10.1109/SCC.2007.91","View Article","https://ieeexplore.ieee.org/document/4746474","10.1109/FITME.2008.29","https://doi.org/10.1109/FITME.2008.29"
"1571886313-14183","https://doi.org/10.1109/SCC.2005.105","View Article","https://ieeexplore.ieee.org/document/6625004","10.1109/EUROCON.2013.6625004","https://doi.org/10.1109/EUROCON.2013.6625004"
"1571840332-9632","https://doi.org/10.1109/TSC.2011.29","View Article","https://ieeexplore.ieee.org/document/8737452","10.1109/INFOCOM.2019.8737452","https://doi.org/10.1109/INFOCOM.2019.8737452"
"1571839063-9438","https://doi.org/10.1109/TSC.2014.2303091","View Article","https://ieeexplore.ieee.org/document/8368519","10.1109/FWC.2017.8368519","https://doi.org/10.1109/FWC.2017.8368519"
"1571798215-1849","https://doi.org/10.1109/TSC.2012.35","View Article","https://ieeexplore.ieee.org/document/7802648","10.1109/TIFS.2016.2646913","https://doi.org/10.1109/TIFS.2016.2646913"
"1571816886-5532","https://doi.org/10.1109/TSC.2013.2295611","View Article","https://ieeexplore.ieee.org/document/7296593","10.1109/TCC.2015.2489638","https://doi.org/10.1109/TCC.2015.2489638"
"1571802530-2952","https://doi.org/10.1109/TSC.2012.31","View Article","https://ieeexplore.ieee.org/document/7787062","10.1109/MobServ.2016.26","https://doi.org/10.1109/MobServ.2016.26"
"1571852538-10866","https://doi.org/10.1109/TSC.2010.55","View Article","https://ieeexplore.ieee.org/document/8003814","10.1109/WETICE.2017.9","https://doi.org/10.1109/WETICE.2017.9"
"1571850627-10646","https://doi.org/10.1109/TSC.2013.25","View Article","https://ieeexplore.ieee.org/document/7280992","10.1109/ISMS.2014.121","https://doi.org/10.1109/ISMS.2014.121"
"1571792929-364","https://doi.org/10.1109/TSC.2016.2533348","View Article","https://ieeexplore.ieee.org/document/7564150","10.1109/NaNA.2016.53","https://doi.org/10.1109/NaNA.2016.53"
"1571845365-10098","https://doi.org/10.1109/TSC.2014.2355828","View Article","https://ieeexplore.ieee.org/document/8375951","10.1109/ACCESS.2018.2845399","https://doi.org/10.1109/ACCESS.2018.2845399"
"1571852658-10877","https://doi.org/10.1109/TSC.2015.2401833","View Article","https://ieeexplore.ieee.org/document/8239799","10.1109/ACCESS.2017.2787179","https://doi.org/10.1109/ACCESS.2017.2787179"
