web-scraper-order,web-scraper-start-url,authors,authors-href,affiliation,topics
"1571803116-3100","https://doi.org/10.1109/TSC.2016.2553668","Antonio F. Skarmeta Gomez","https://ieeexplore.ieee.org/author/37085417967","Department of Information and Communications Engineering","Internet of Things,"
"1571865609-12481","https://doi.org/10.1109/SCC.2004.1358029","S.J. Cox","https://ieeexplore.ieee.org/author/37266873300","Faculty of Engineering and Physical Sciences, University of Southampton, UK","Internet of Things,"
"1571878753-13571","https://doi.org/10.1109/ICWS.2008.91","Hyeonji Kim","https://ieeexplore.ieee.org/author/37880320900","null","Web services"
"1571808315-4298","https://doi.org/10.1109/TSC.2015.2453973","Fei Hu","https://ieeexplore.ieee.org/author/37403590600","REINS, School of Software, Shanghai Jiao Tong University","Big Data,"
"1571886772-14218","https://doi.org/10.1109/ICWS.2012.70","Sheng Huang","https://ieeexplore.ieee.org/author/37421307200","IBM Res., Beijing, China","Internet of Things,"
"1571801879-2762","https://doi.org/10.1109/TSC.2016.2631521","Jian Wu","https://ieeexplore.ieee.org/author/37404829500","College of Computer Science and Technology","Web services,"
"1571884865-14070","https://doi.org/10.1109/ICWS.2008.111","Shufang Lee","https://ieeexplore.ieee.org/author/37293440000","Dept. of Comput. Sci. & Technol., Tsinghua Univ., Beijing","Web services,"
"1571859648-11879","https://doi.org/10.1109/SCC.2008.134","Srividya Kona","https://ieeexplore.ieee.org/author/37867573200","Georgetown Univ. Washington","Web services,"
"1571848950-10488","https://doi.org/10.1109/SCC.2007.88","Axel Tanner","https://ieeexplore.ieee.org/author/37926854500","IBM Research","computer centres,"
"1571877104-13411","https://doi.org/10.1109/ICWS.2006.125","Sudarshan S. Chawathe","https://ieeexplore.ieee.org/author/37550607900","School of Computing and Information Science","pattern classification,"
"1571861992-12137","https://doi.org/10.1109/SCC.2004.1358052","Cai Longzheng","https://ieeexplore.ieee.org/author/38296411400","Key Lab. of Data Storage Syst.","client-server systems,"
"1571801814-2732","https://doi.org/10.1109/TSC.2017.2674662","","https://orcid.org/0000-0001-5860-6599","null","null"
"1571850553-10640","https://doi.org/10.1109/SCC.2011.45","Anil Nigam","https://ieeexplore.ieee.org/author/37548511900","IBM T.J. Watson Res. Center","business data processing,"
"1571845915-10155","https://doi.org/10.1109/SCC.2011.65","Jochen M. Küster","https://ieeexplore.ieee.org/author/37408598200","IBM Res. - Zurich, Rüschlikon, Switzerland","business data processing,"
"1571803279-3214","https://doi.org/10.1109/TSC.2012.21","Theodora A. Varvarigou","https://ieeexplore.ieee.org/author/37294305000","Electrical and Computer Engineering","Big Data,"
"1571829243-7710","https://doi.org/10.1109/SCC.2005.58","J. Krai","https://ieeexplore.ieee.org/author/37086896513","Dept. of Software Eng.","electronic commerce,"
"1571798878-2045","https://doi.org/10.1109/TSC.2011.10","Sylvain Halle","https://ieeexplore.ieee.org/author/37398637200","Université du Québec A Chicoutimi","Internet,"
"1571882554-13880","https://doi.org/10.1109/ICWS.2014.101","Xiao Ning","https://ieeexplore.ieee.org/author/37085466945","Sch. of Comput. & Commun. Eng.","Web services"
"1571793254-576","https://doi.org/10.1109/TSC.2014.2365797","Ing-Ray Chen","https://ieeexplore.ieee.org/author/37277669600","Department of Computer Science","Internet of Things,"
"1571796758-1383","https://doi.org/10.1109/TSC.2015.2424612","Bhavani Thuraisingham","https://ieeexplore.ieee.org/author/37085551009","Erik Jonsson School of Engineering and Computer Science","null"
"1571793627-816","https://doi.org/10.1109/TSC.2018.2865038","Jia Zhang","https://ieeexplore.ieee.org/author/37086475295","Departent of Electrical and Computer Engineering","null"
"1571888619-14370","https://doi.org/10.1109/ICWS.2012.107","Ryan K.L. Ko","https://ieeexplore.ieee.org/author/37902130100","CROW","cloud computing,"
"1571812771-4674","https://doi.org/10.1109/TSC.2015.2480393","Chao Yu","https://ieeexplore.ieee.org/author/37085573391","School of Computer Science and Engineering and Key Laboratory of Computer Network and Information Integration","Web services,"
"1571842493-9832","https://doi.org/10.1109/SCC.2014.61","Heesung Lee","https://ieeexplore.ieee.org/author/37085446473","Dept. of Comput. Sci. & Eng.","business data processing,"
"1571806314-3964","https://doi.org/10.1109/TSC.2010.1","Mohsen Rouached","https://ieeexplore.ieee.org/author/37393779400","CCIT","Web services,"
"1571803246-3186","https://doi.org/10.1109/TSC.2016.2584057","Ning Li","https://ieeexplore.ieee.org/author/37085772225","School of Computer","resource allocation,"
"1571801195-2604","https://doi.org/10.1109/TSC.2010.41","Sandeep Purao","https://ieeexplore.ieee.org/author/37283140200","Bentley University","business data processing,"
"1571797821-1757","https://doi.org/10.1109/TSC.2015.2477835","Changdae Kim","https://ieeexplore.ieee.org/author/38475923300","Department of Computer Science","Linux,"
"1571807527-4126","https://doi.org/10.1109/TSC.2010.27","Min Xu","https://ieeexplore.ieee.org/author/37396972600","George Mason University, Fairfax","XML,"
"1571823725-6767","https://doi.org/10.1109/SCC.2015.47","Burak Kantarci","https://ieeexplore.ieee.org/author/37397659000","School of Electrical Engineering and Computer Science","mobile computing,"
"1571872838-13082","https://doi.org/10.1109/SCC.2012.89","Yan Wang","https://ieeexplore.ieee.org/author/38468461300","Kingdee Res.","Web sites,"
"1571805357-3721","https://doi.org/10.1109/TSC.2014.2313414","Cécile Paris","https://ieeexplore.ieee.org/author/37357804200","Digital Productivity Flagship","social networking (online),"
"1571883400-13939","https://doi.org/10.1109/ICWS.2008.71","Akihiko Tozawa","https://ieeexplore.ieee.org/author/37870144700","null","C language,"
"1571799522-2227","https://doi.org/10.1109/TSC.2008.1","Soundar R.T. Kumara","https://ieeexplore.ieee.org/author/37268481000","Harold and Inge Marcus Department of Industrial and Manufacturing Engineering","learning (artificial intelligence),"
"1571816538-5460","https://doi.org/10.1109/SCC.2013.99","Lining Liu","https://ieeexplore.ieee.org/author/37086712023","null","bank data processing,"
"1571812009-4520","https://doi.org/10.1109/TSC.2015.2469292","Sasu Tarkoma","https://ieeexplore.ieee.org/author/37295874700","University of Helsinki","Internet of Things,"
"1571875757-13301","https://doi.org/10.1109/ICWS.2015.79","Chenyang Liu","https://ieeexplore.ieee.org/author/37085578896","Department of Computer Science and Engineering","Web services,"
"1571829410-7739","https://doi.org/10.1109/SCC.2016.92","Xin-Nan Li","https://ieeexplore.ieee.org/author/37085872589","Nat. Eng. Res. Center for Supporting Software of Enterprise Internet Services, China","Big Data,"
"1571800640-2490","https://doi.org/10.1109/TSC.2015.2473847","Gang Yin","https://ieeexplore.ieee.org/author/37085362635","Science and Technology on Parallel and Distributed Processing Laboratory","public domain software,"
"1571845300-10093","https://doi.org/10.1109/SCC.2004.1358068","Chunjiang Li","https://ieeexplore.ieee.org/author/37278180200","Sch. of Comput.","back-up procedures,"
"1571869932-12858","https://doi.org/10.1109/SCC.2016.126","Catherine Houstis","https://ieeexplore.ieee.org/author/37085856061","Dept. of Electr. & Comput. Eng.","Internet of Things,"
"1571839650-9557","https://doi.org/10.1109/SCC.2006.3","Cristina Marin","https://ieeexplore.ieee.org/author/37838585300","PhD. Candidate, Grenoble University 1. phone: +33476635587; fax: +33476635550; e-mail: cristina.marin@imag.fr","software architecture,"
"1571855267-11206","https://doi.org/10.1109/SCC.2013.35","Hua Zou","https://ieeexplore.ieee.org/author/37440037100","State Key Laboratory of Networking and Switching Technology","cloud computing,"
"1571797109-1468","https://doi.org/10.1109/TSC.2015.2474358","Dennis van de Wiel","https://ieeexplore.ieee.org/author/37085704991","KPMG IT Advisory N.V.","data analysis,"
"1571798221-1851","https://doi.org/10.1109/TSC.2016.2597846","","https://orcid.org/0000-0002-0711-8197","null","null"
"1571793083-468","https://doi.org/10.1109/TSC.2010.25","Benjamin Speitkamp","https://ieeexplore.ieee.org/author/37397225400","Technische Universität München, Munich","computer centres,"
"1571819944-6079","https://doi.org/10.1109/SCC.2004.1357991","S. Parastatidis","https://ieeexplore.ieee.org/author/37266053700","University of Newcastle UK","Internet,"
"1571835960-8923","https://doi.org/10.1109/SCC.2015.65","Haifang Wang","https://ieeexplore.ieee.org/author/37085510173","Sch. of Comput. Sci. & Technol.","Web services,"
"1571805525-3753","https://doi.org/10.1109/TSC.2014.2355828","Seong Hoon Kim","https://ieeexplore.ieee.org/author/37291916700","School of Computing, Korea Advanced Institute of Science and Technology (KAIST), South Korea","Internet of Things,"
"1571800048-2379","https://doi.org/10.1109/TSC.2016.2594760","Ting Deng","https://ieeexplore.ieee.org/author/37086368974","Shanghai Key Laboratory of Scalable Computing and Systems","cloud computing,"
"1571889908-14461","https://doi.org/10.1109/ICWS.2011.33","Nobuaki Hiratsuka","https://ieeexplore.ieee.org/author/37901301000","null","Web services,"
"1571839020-9431","https://doi.org/10.1109/SCC.2011.106","Diego Marcos-Jorquera","https://ieeexplore.ieee.org/author/38276751400","Department of Computer Technology","service-oriented architecture,"
"1571884847-14064","https://doi.org/10.1109/ICWS.2005.18","E. Dogdu","https://ieeexplore.ieee.org/author/37563987800","Department of Computer Engineering","Big Data,"
"1571845514-10111","https://doi.org/10.1109/SERVICES.2007.16","Dong-Hoon Shin","https://ieeexplore.ieee.org/author/37830343300","Dept. of Comput. Sci.","Web services,"
"1571862228-12153","https://doi.org/10.1109/SCC.2004.1358012","N.W.Y. Shao","https://ieeexplore.ieee.org/author/37282988200","Naval Shipbuilding Development Center, Taiwan","mobile computing,"
"1571824706-6915","https://doi.org/10.1109/SCC.2016.32","Michiharu Kudo","https://ieeexplore.ieee.org/author/37305743000","IBM Res. - Tokyo, Tokyo, Japan","business data processing,"
"1571806385-3979","https://doi.org/10.1109/TSC.2014.2355201","Yong Yu","https://ieeexplore.ieee.org/author/37879579300","Big Data Research Center","cryptographic protocols,"
"1571793556-769","https://doi.org/10.1109/TSC.2015.2441698","Xianglong Wu","https://ieeexplore.ieee.org/author/37086146136","School of Information Science and Engineering","authorisation,"
"1571856024-11464","https://doi.org/10.1109/SCC.2010.96","Sai Zeng","https://ieeexplore.ieee.org/author/37545004500","IBM T.J. Watson Research Center","cloud computing,"
"1571830412-7927","https://doi.org/10.1109/SCC.2016.72","Mario A. Bochicchio","https://ieeexplore.ieee.org/author/37365138800","SET-Lab","environmental monitoring (geophysics),"
"1571853652-10969","https://doi.org/10.1109/SERVICES.2007.24","Andreas Friesen","https://ieeexplore.ieee.org/author/37552682700","SAP AG, Karlsruhe, Germany","business data processing,"
"1571813253-4788","https://doi.org/10.1109/TSC.2012.32","Hao Liu","https://ieeexplore.ieee.org/author/37537731100","Department of Computer Science and Technology","cloud computing,"
"1571849047-10496","https://doi.org/10.1109/SCC.2014.92","Liwei Liu","https://ieeexplore.ieee.org/author/37600224600","Service Syst. Group","recommender systems,"
"1571822457-6544","https://doi.org/10.1109/SCC.2005.87","Miao ChunYu","https://ieeexplore.ieee.org/author/37266218800","Dept. of Comput. Sci. & Technol.","groupware,"
"1571861886-12130","https://doi.org/10.1109/SCC.2014.113","Yao Zhao","https://ieeexplore.ieee.org/author/37291006100","State Key Laboratory of Networking and Switching Technology","Web services,"
"1571885150-14092","https://doi.org/10.1109/ICWS.2016.111","Weiyi Wang","https://ieeexplore.ieee.org/author/37085845766","Carnegie Mellon Univ. -Silicon Valley","Web services,"
"1571813401-4818","https://doi.org/10.1109/TSC.2012.15","Eleni Stroulia","https://ieeexplore.ieee.org/author/37265166000","University of Alberta","medical computing,"
"1571868206-12693","https://doi.org/10.1109/SCC.2008.36","Stephan Pöhlsen","https://ieeexplore.ieee.org/author/37658022700","Inst. of Telematics, Univ. of LUbeck, Lubeck","local area networks,"
"1571886419-14190","https://doi.org/10.1109/ICWS.2008.137","Chen Wang","https://ieeexplore.ieee.org/author/37538379300","IBM Res. - China, China","data visualisation,"
"1571853921-10992","https://doi.org/10.1109/SERVICES.2007.20","Zoe Lacroix","https://ieeexplore.ieee.org/author/37276405800","Polytech. Sch.","DNA,"
"1571802552-2959","https://doi.org/10.1109/TSC.2010.15","Miroslaw Malek","https://ieeexplore.ieee.org/author/37268433300","Adv. Learning & Res. Inst. (ALaRI)","service-oriented architecture,"
"1571823767-6773","https://doi.org/10.1109/SCC.2015.47","Gaurav Sharma","https://ieeexplore.ieee.org/author/37274173200","Electrical and Computer Engineering","image registration,"
"1571835833-8903","https://doi.org/10.1109/SERVICES.2007.27","Charles A. Shoniregun","https://ieeexplore.ieee.org/author/38577101300","Infonomic Society, Essex, United Kingdom","electronic mail,"
"1571801538-2679","https://doi.org/10.1109/TSC.2013.56","Yongdae Kim","https://ieeexplore.ieee.org/author/37085595492","KAIST, Daejeon, South Korea","Internet,"
"1571833190-8414","https://doi.org/10.1109/SCC.2004.1358046","Duanqing Xu","https://ieeexplore.ieee.org/author/37278440500","Department of Computer Science and Technology, Zhejiang University","convolution,"
"1571833326-8429","https://doi.org/10.1109/SCC.2013.93","Xianrong Zheng","https://ieeexplore.ieee.org/author/38557736400","School of Computing","cloud computing,"
"1571813592-4860","https://doi.org/10.1109/TSC.2016.2625247","","https://orcid.org/0000-0001-6630-2958","null","null"
"1571856773-11616","https://doi.org/10.1109/SCC.2004.1358038","Zhimin Chen","https://ieeexplore.ieee.org/author/37278570200","Institute of Information Engineering","Web sites,"
"1571855560-11315","https://doi.org/10.1109/SCC.2017.18","Bing Shi","https://ieeexplore.ieee.org/author/37086020316","Computer Science and Technology School","cloud computing,"
"1571846075-10170","https://doi.org/10.1109/SCC.2014.56","Alexander Vogt","https://ieeexplore.ieee.org/author/37085451812","IBM Bus. Performance Services, Ehningen, Germany","accounts data processing,"
"1571798709-2006","https://doi.org/10.1109/TSC.2017.2711600","Shai Hertz","https://ieeexplore.ieee.org/author/37086854841","Central Technology Platform Group of Thomson Reuters","data mining,"
"1571875265-13262","https://doi.org/10.1109/ICWS.2018.00056","Zhiang Wu","https://ieeexplore.ieee.org/author/37085622396","Jiangsu Provincial Key Laboratory of E-Business, Nanjing University of Finance and Economics, China","recommender systems,"
"1571815078-5178","https://doi.org/10.1109/SCC.2014.123","Vernon Asuncion","https://ieeexplore.ieee.org/author/37085460547","Dept. of Comput. Sci. & Eng.","inference mechanisms,"
"1571805279-3706","https://doi.org/10.1109/TSC.2011.46","Farhad Arbab","https://ieeexplore.ieee.org/author/37273054000","Formal Methods","Web services,"
"1571832138-8238","https://doi.org/10.1109/SCC.2015.18","Felix Mohr","https://ieeexplore.ieee.org/author/37085415224","Dept. of Comput. Sci.","Web services,"
"1571797244-1511","https://doi.org/10.1109/TSC.2015.2478453","Yanchun Zhang","https://ieeexplore.ieee.org/author/37085885940","Centre of Applied Informatics","Internet,"
"1571857301-11667","https://doi.org/10.1109/SCC.2016.27","Haoyu Luo","https://ieeexplore.ieee.org/author/37085415046","State Key Lab. of Software Engineering","business data processing,"
"1571817973-5718","https://doi.org/10.1109/SCC.2004.1358059","Yunfei Zhang","https://ieeexplore.ieee.org/author/37279959500","China Mobile, China","peer-to-peer computing,"
"1571843796-9956","https://doi.org/10.1109/SCC.2010.68","Alexander Yale-Loehr","https://ieeexplore.ieee.org/author/38357378600","Dept. of Comput. Sci.","formal specification,"
"1571867331-12622","https://doi.org/10.1109/SCC.2010.10","Mark Yampolskiy","https://ieeexplore.ieee.org/author/37545720000","Department of Computer Science and Software Engineering","production engineering computing,"
"1571797980-1783","https://doi.org/10.1109/TSC.2016.2540629","Carlos Rodríguez-Domínguez","https://ieeexplore.ieee.org/author/38272238500","Software Engineering Department","cloud computing,"
"1571863302-12260","https://doi.org/10.1109/SCC.2012.86","Abdallah Namoun","https://ieeexplore.ieee.org/author/37992355500","Islamic University of Madinah, Medina, Saudi Arabia","carbon compounds,"
"1571864827-12398","https://doi.org/10.1109/SCC.2008.143","John T.E. Timm","https://ieeexplore.ieee.org/author/37548308800","IBM","health care,"
"1571816979-5549","https://doi.org/10.1109/SCC.2008.81","Patty Farh","https://ieeexplore.ieee.org/author/38096436700","null","Web services,"
"1571852390-10835","https://doi.org/10.1109/SCC.2010.20","Eli Tilevich","https://ieeexplore.ieee.org/author/37265393900","Virginia Tech","mobile computing,"
"1571857113-11653","https://doi.org/10.1109/SCC.2008.152","Ferran Julia","https://ieeexplore.ieee.org/author/37299646400","Universitat Politècnica de Catalunya - Barcelona Tech (UPC)","virtual machines,"
"1571873858-13134","https://doi.org/10.1109/ICWS.2012.75","Ehtesham Zahoor","https://ieeexplore.ieee.org/author/37545403900","National University of Computer and Emerging Sciences, Islamabad, Pakistan","5G mobile communication,"
"1571870175-12876","https://doi.org/10.1109/SCC.2010.94","Samuel Kounev","https://ieeexplore.ieee.org/author/37545954300","University of Wuerzburg, Germany","cloud computing,"
"1571811990-4514","https://doi.org/10.1109/TSC.2016.2602861","","https://orcid.org/0000-0002-5365-904X","null","null"
"1571818665-5858","https://doi.org/10.1109/SCC.2006.2","Edward So","https://ieeexplore.ieee.org/author/37562335500","IBM Research","investment,"
"1571848054-10371","https://doi.org/10.1109/SCC.2012.15","Ryohei Komiya","https://ieeexplore.ieee.org/author/37889750800","School of Computer Science and Engineering","Web services,"
"1571849090-10500","https://doi.org/10.1109/SCC.2010.55","Pankaj Dhoolia","https://ieeexplore.ieee.org/author/37545694100","IBM Research India, Bangalore, India","Internet,"
"1571796606-1319","https://doi.org/10.1109/TSC.2016.2587259","Jeffrey J. P. Tsai","https://ieeexplore.ieee.org/author/37085999587","Department of Bioinformatics and Biomedical Engineering","trusted computing,"
"1571802044-2841","https://doi.org/10.1109/TSC.2012.27","Yang Xiang","https://ieeexplore.ieee.org/author/37529991100","College of Electronics and Information Engineering","learning (artificial intelligence),"
"1571801892-2767","https://doi.org/10.1109/TSC.2013.32","Hongbo Deng","https://ieeexplore.ieee.org/author/37999279400","Department of Computer Science, University of Illinois at Urbana-Champaign , USA","Web services,"
"1571793242-566","https://doi.org/10.1109/TSC.2015.2464819","","https://orcid.org/0000-0002-0164-6853","null","null"
"1571813266-4794","https://doi.org/10.1109/TSC.2010.28","Said Marouf","https://ieeexplore.ieee.org/author/37396473600","Department of Software and Information Systems, University of North Carolina at Charlotte, USA","authorisation,"
"1571856275-11555","https://doi.org/10.1109/SCC.2014.52","Paolo Bonacquisto","https://ieeexplore.ieee.org/author/37085493872","Department of Electrical","cloud computing,"
"1571831367-8094","https://doi.org/10.1109/SCC.2014.26","Jian An","https://ieeexplore.ieee.org/author/38246351000","Xi’an Jiaotong University Shenzhen Research School, Shenzhen, China","mobile computing,"
"1571855215-11188","https://doi.org/10.1109/SCC.2007.98","Hadi Bannazadeh","https://ieeexplore.ieee.org/author/38269966600","The Edward S. Rogers Sr. Department of Electrical and Computer Engineering","cloud computing,"
"1571805952-3896","https://doi.org/10.1109/TSC.2015.2456888","Yan Liu","https://ieeexplore.ieee.org/author/37075368800","Department of Electrical and Computer Engineering","Big Data,"
"1571887622-14294","https://doi.org/10.1109/ICWS.2010.114","Shiva Koduvayur","https://ieeexplore.ieee.org/author/37545885300","SAP Labs.","Web services,"
"1571803660-3301","https://doi.org/10.1109/TSC.2012.7","Weiliang Zhao","https://ieeexplore.ieee.org/author/37291636000","Macquarie Univ.","Web services,"
"1571878184-13517","https://doi.org/10.1109/ICWS.2009.102","Eric Wohlstadter","https://ieeexplore.ieee.org/author/37267719700","Department of Computer Science University of British Columbia Vancouver, Canada","Internet,"
"1571797561-1681","https://doi.org/10.1109/TSC.2015.2480396","","https://orcid.org/0000-0002-4938-4418","null","null"
"1571855959-11440","https://doi.org/10.1109/SCC.2018.00037","Claudio Fabiano Motta Toledo","https://ieeexplore.ieee.org/author/38258821300","Institute of Mathematics and Computer Science","computer games,"
"1571887692-14298","https://doi.org/10.1109/ICWS.2008.15","Komrhon Sunat","https://ieeexplore.ieee.org/author/37658074100","Department of Computer Engineering Mahanakorn University of Technology, Thailand e-mail: komrhon@yahoo.com","computer aided instruction,"
"1571869516-12815","https://doi.org/10.1109/SCC.2007.75","Naga Ayachitula","https://ieeexplore.ieee.org/author/37698199800","IBM T.J. Watson Research Center","data mining,"
"1571868651-12731","https://doi.org/10.1109/SCC.2017.42","Congjie Wang","https://ieeexplore.ieee.org/author/37086028772","null","Big Data,"
"1571814216-5001","https://doi.org/10.1109/TSC.2012.24","Ding Wen","https://ieeexplore.ieee.org/author/37705049200","Center for Military Computational Experiments and Parallel Systems Technology","traffic engineering computing,"
"1571889542-14431","https://doi.org/10.1109/ICWS.2004.1314830","J.T. Durham","https://ieeexplore.ieee.org/author/37269829000","Space & Naval Warfare","business data processing,"
"1571793355-652","https://doi.org/10.1109/TSC.2014.2381493","Jiwei Huang","https://ieeexplore.ieee.org/author/37717051700","State Key Laboratory of Networking and Switching Technology","Web services,"
"1571854955-11115","https://doi.org/10.1109/SCC.2006.112","Susan Powers","https://ieeexplore.ieee.org/author/38184886000","mitre.org","Internet,"
"1571803883-3379","https://doi.org/10.1109/TSC.2010.14","Dimitrios Skoutas","https://ieeexplore.ieee.org/author/37079053300","L3S Research Center, Hannover","Web services,"
"1571877275-13427","https://doi.org/10.1109/ICWS.2017.58","MiuTung Miu","https://ieeexplore.ieee.org/author/37086152765","null","Internet,"
"1571856133-11508","https://doi.org/10.1109/SCC.2016.53","Zhao Li","https://ieeexplore.ieee.org/author/37085833833","China Three Gorges University","Web services,"
"1571821445-6370","https://doi.org/10.1109/SCC.2014.17","Kuan Lu","https://ieeexplore.ieee.org/author/38238340300","Gesellschaft fur wissenschaftliche Datenverarbeitung mbH Gottingen (GWDG), Gottingen, Germany","cloud computing,"
"1571882743-13898","https://doi.org/10.1109/ICWS.2010.41","Ali Aït-Bachir","https://ieeexplore.ieee.org/author/38277774400","Coservit","Web services,"
"1571811608-4424","https://doi.org/10.1109/TSC.2014.2382555","Pasi Liljeberg","https://ieeexplore.ieee.org/author/37320771000","Department of Future Technologies, University of Turku, Finland","Internet of Things,"
"1571878925-13591","https://doi.org/10.1109/ICWS.2015.93","Weidong Wang","https://ieeexplore.ieee.org/author/37085588194","Sch. of Software Eng.","Web services,"
"1571842607-9844","https://doi.org/10.1109/SCC.2011.21","Xiao-jun Liang","https://ieeexplore.ieee.org/author/37696528500","Sch. of Inf. Sci. & Technol.","Petri nets,"
"1571798332-1898","https://doi.org/10.1109/TSC.2013.26","Valeria De Antonellis","https://ieeexplore.ieee.org/author/37267079500","University of Brescia","Internet,"
"1571802235-2874","https://doi.org/10.1109/TSC.2016.2637332","","https://orcid.org/0000-0002-5729-2898","null","null"
"1571829354-7731","https://doi.org/10.1109/SCC.2013.27","Mohammed Haddad","https://ieeexplore.ieee.org/author/37605888900","Laboratory of Information and communication technologies","graph theory,"
"1571878567-13551","https://doi.org/10.1109/ICWS.2014.79","Li Dong","https://ieeexplore.ieee.org/author/37085542149","State Key Lab. of Networking & Switching Technol.","Web services,"
"1571839034-9432","https://doi.org/10.1109/SCC.2011.106","Virgilio Gilart-Iglesias","https://ieeexplore.ieee.org/author/38273332500","Specialized Processors Architecture Laboratory","service-oriented architecture,"
"1571806501-4000","https://doi.org/10.1109/TSC.2008.4","Hanping Lufei","https://ieeexplore.ieee.org/author/37273084300","Wayne State University, Detroit","Web services,"
"1571798808-2030","https://doi.org/10.1109/TSC.2010.24","Jinjun Chen","https://ieeexplore.ieee.org/author/37280682600","Department of Computer Science and Software Engineering","cloud computing,"
"1571804344-3464","https://doi.org/10.1109/TSC.2013.46","Zhikui Wang","https://ieeexplore.ieee.org/author/37675508400","HP Labs, Palo Alto","computer centres,"
"1571879127-13609","https://doi.org/10.1109/ICWS.2010.74","Jacques Malenfant","https://ieeexplore.ieee.org/author/37304154800","LIP6","resource allocation,"
"1571797507-1657","https://doi.org/10.1109/TSC.2009.3","Rodrigo Garcia","https://ieeexplore.ieee.org/author/38188421000","CTIC Foundation, Gijón","Web services,"
"1571798494-1938","https://doi.org/10.1109/TSC.2016.2555313","Candice Schachter","https://ieeexplore.ieee.org/author/37085830192","School of Physical Therapy","cloud computing,"
"1571803491-3266","https://doi.org/10.1109/TSC.2015.2456889","Jian Yin","https://ieeexplore.ieee.org/author/37853397900","Division of Mathematics & Computer Science","data compression,"
"1571853506-10954","https://doi.org/10.1109/SCC.2005.60","W. Zhang","https://ieeexplore.ieee.org/author/37309472500","Dept. of Comput. Sci.","security of data,"
"1571844718-10030","https://doi.org/10.1109/SCC.2014.77","Amal Alhosban","https://ieeexplore.ieee.org/author/37892368500","University of Michigan-Flint Flint","Big Data,"
"1571823739-6768","https://doi.org/10.1109/SCC.2015.47","Gonzalo Mateos","https://ieeexplore.ieee.org/author/37322411800","Dept. of Electrical and Computer Engineering","graph theory,"
"1571852428-10848","https://doi.org/10.1109/SCC.2011.94","XiaoHong Gao","https://ieeexplore.ieee.org/author/37896824800","Department of Media Communication","service-oriented architecture,"
"1571883031-13917","https://doi.org/10.1109/ECOWS.2005.11","B. Meneklis","https://ieeexplore.ieee.org/author/37946388100","Dept. of Informatics, Piraeus Univ., Greece","ISO standards,"
"1571801003-2564","https://doi.org/10.1109/TSC.2016.2609913","Dariusz Dwornikowski","https://ieeexplore.ieee.org/author/37085379829","Institute of Computing Science","data mining,"
"1571880782-13743","https://doi.org/10.1109/ICWS.2008.44","Guotong Xie","https://ieeexplore.ieee.org/author/37850231900","IBM Research - China","learning (artificial intelligence),"
"1571873021-13097","https://doi.org/10.1109/SCC.2016.130","Mukundan Madhavan","https://ieeexplore.ieee.org/author/37398145200","IBM Res., Bangalore, India","cellular radio,"
"1571816062-5354","https://doi.org/10.1109/SCC.2018.00016","Tommi Aihkisalo","https://ieeexplore.ieee.org/author/37892204100","VTT Tech. Res. Centre of Finland, Oulu, Finland","Web services,"
"1571885285-14105","https://doi.org/10.1109/ICWS.2017.54","Shiping Chen","https://ieeexplore.ieee.org/author/37086130632","null","Internet of Things,"
"1571846269-10191","https://doi.org/10.1109/SCC.2017.80","Jingmin Xu","https://ieeexplore.ieee.org/author/37597892000","IBM Res., Beijing, China","cloud computing,"
"1571792868-331","https://doi.org/10.1109/TSC.2013.18","Chirine Ghedira","https://ieeexplore.ieee.org/author/37427345600","Lyon 3 University","consumer behaviour,"
"1571818386-5800","https://doi.org/10.1109/SCC.2009.62","Joseph G. Davis","https://ieeexplore.ieee.org/author/37276332200","Sch. of IT","Web services,"
"1571893488-14808","https://doi.org/10.1109/ICWS.2005.113","D. Kossmann","https://ieeexplore.ieee.org/author/37283234900","ETH Zurich, Switzerland","SQL,"
"1571821121-6309","https://doi.org/10.1109/SCC.2012.40","Lei Xu","https://ieeexplore.ieee.org/author/37537699200","Dept. of Comput. Sci.","cloud computing,"
"1571845002-10059","https://doi.org/10.1109/SCC.2006.72","Bernhard Bauer","https://ieeexplore.ieee.org/author/37272436600","Chair of Software Methodologies for Distributed Systems, Faculty of Computer Science, University of Augsburg","5G mobile communication,"
"1571825681-7087","https://doi.org/10.1109/SCC.2008.63","Juan Wang","https://ieeexplore.ieee.org/author/37880507500","College of Information Engineering","Markov processes,"
"1571797289-1531","https://doi.org/10.1109/TSC.2015.2444838","E. Dede","https://ieeexplore.ieee.org/author/38227983500","Binghamton University, SUNY, New York","Big Data,"
"1571870172-12875","https://doi.org/10.1109/SCC.2010.94","Fabian Brosig","https://ieeexplore.ieee.org/author/37545954800","Department of Computer Science","software architecture,"
"1571850155-10606","https://doi.org/10.1109/SCC.2009.66","Ivonne Thomas","https://ieeexplore.ieee.org/author/37322022800","Hasso-Plattner-Inst., Potsdam, Germany","Web services,"
"1571793664-844","https://doi.org/10.1109/TSC.2010.16","Tharam Dillon","https://ieeexplore.ieee.org/author/37266670100","dept. Comput. Sci. Inf. Technol.","Big Data,"
"1571867375-12624","https://doi.org/10.1109/SCC.2004.1358016","M.H. Eres","https://ieeexplore.ieee.org/author/37282985500","Sch. of Eng. Sci., Southampton Univ., UK","grid computing,"
"1571867636-12641","https://doi.org/10.1109/SERVICES.2007.28","Christian Pilarsky","https://ieeexplore.ieee.org/author/37298862200","TU Dresden, Germany","genetics,"
